comments,duration,ratings,tags,views
189,329,"[{""id"": 22, ""name"": ""Fascinating"", ""count"": 348}, {""id"": 8, ""name"": ""Informative"", ""count"": 314}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 90}, {""id"": 25, ""name"": ""OK"", ""count"": 227}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 44}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 160}, {""id"": 2, ""name"": ""Confusing"", ""count"": 17}, {""id"": 3, ""name"": ""Courageous"", ""count"": 31}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 102}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 52}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 80}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 12}, {""id"": 7, ""name"": ""Funny"", ""count"": 26}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 25}]","[""consciousness"", ""culture"", ""self"", ""social change"", ""social media"", ""technology""]",1134961
127,480,"[{""id"": 25, ""name"": ""OK"", ""count"": 197}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 118}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 147}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 73}, {""id"": 8, ""name"": ""Informative"", ""count"": 262}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 14}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 36}, {""id"": 7, ""name"": ""Funny"", ""count"": 25}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 17}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 27}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 56}, {""id"": 3, ""name"": ""Courageous"", ""count"": 7}, {""id"": 2, ""name"": ""Confusing"", ""count"": 6}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 15}]","[""business"", ""communication"", ""culture"", ""entertainment"", ""social change"", ""social media"", ""technology""]",1134737
31,788,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 535}, {""id"": 3, ""name"": ""Courageous"", ""count"": 295}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 454}, {""id"": 25, ""name"": ""OK"", ""count"": 43}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 117}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 33}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 23}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 19}, {""id"": 2, ""name"": ""Confusing"", ""count"": 8}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 9}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 37}, {""id"": 7, ""name"": ""Funny"", ""count"": 4}, {""id"": 8, ""name"": ""Informative"", ""count"": 22}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 5}]","[""TEDx"", ""aging"", ""art"", ""beauty"", ""cancer"", ""death"", ""family"", ""life"", ""painting""]",1134525
24,579,"[{""id"": 8, ""name"": ""Informative"", ""count"": 189}, {""id"": 25, ""name"": ""OK"", ""count"": 50}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 107}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 35}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 84}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 129}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 24}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 9}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 13}, {""id"": 3, ""name"": ""Courageous"", ""count"": 13}, {""id"": 2, ""name"": ""Confusing"", ""count"": 9}, {""id"": 7, ""name"": ""Funny"", ""count"": 2}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 3}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 4}]","[""TEDMED"", ""algorithm"", ""communication"", ""data"", ""health"", ""health care"", ""illness"", ""innovation"", ""invention"", ""medical research"", ""medicine"", ""science"", ""technology""]",1134472
166,854,"[{""id"": 10, ""name"": ""Inspiring"", ""count"": 354}, {""id"": 8, ""name"": ""Informative"", ""count"": 163}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 61}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 39}, {""id"": 3, ""name"": ""Courageous"", ""count"": 99}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 82}, {""id"": 25, ""name"": ""OK"", ""count"": 60}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 150}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 19}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 24}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 29}, {""id"": 7, ""name"": ""Funny"", ""count"": 23}, {""id"": 2, ""name"": ""Confusing"", ""count"": 16}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 14}]","[""Debate"", ""big problems"", ""business"", ""capitalism"", ""collaboration"", ""community"", ""democracy"", ""economics"", ""global issues"", ""government"", ""identity"", ""philosophy"", ""policy"", ""politics"", ""psychology"", ""social change"", ""society""]",1132964
80,573,"[{""id"": 11, ""name"": ""Longwinded"", ""count"": 29}, {""id"": 8, ""name"": ""Informative"", ""count"": 245}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 81}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 33}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 28}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 114}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 107}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 45}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 57}, {""id"": 25, ""name"": ""OK"", ""count"": 50}, {""id"": 3, ""name"": ""Courageous"", ""count"": 65}, {""id"": 2, ""name"": ""Confusing"", ""count"": 37}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 26}, {""id"": 7, ""name"": ""Funny"", ""count"": 10}]","[""Internet"", ""algorithm"", ""communication"", ""computers"", ""data"", ""future"", ""global issues"", ""government"", ""hack"", ""intelligence"", ""news"", ""policy"", ""politics"", ""society"", ""technology"", ""web""]",1132913
100,896,"[{""id"": 8, ""name"": ""Informative"", ""count"": 564}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 166}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 301}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 234}, {""id"": 25, ""name"": ""OK"", ""count"": 45}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 376}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 13}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 13}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 13}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 8}, {""id"": 3, ""name"": ""Courageous"", ""count"": 55}, {""id"": 7, ""name"": ""Funny"", ""count"": 39}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 35}, {""id"": 2, ""name"": ""Confusing"", ""count"": 11}]","[""economics"", ""global issues"", ""policy"", ""statistics""]",1132771
226,1124,"[{""id"": 24, ""name"": ""Persuasive"", ""count"": 347}, {""id"": 8, ""name"": ""Informative"", ""count"": 417}, {""id"": 7, ""name"": ""Funny"", ""count"": 390}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 427}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 36}, {""id"": 25, ""name"": ""OK"", ""count"": 98}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 83}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 70}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 708}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 209}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 93}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 124}, {""id"": 2, ""name"": ""Confusing"", ""count"": 28}, {""id"": 3, ""name"": ""Courageous"", ""count"": 93}]","[""brain"", ""culture"", ""motivation"", ""society""]",1132752
74,686,"[{""id"": 7, ""name"": ""Funny"", ""count"": 64}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 139}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 270}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 293}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 70}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 56}, {""id"": 8, ""name"": ""Informative"", ""count"": 170}, {""id"": 25, ""name"": ""OK"", ""count"": 53}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 53}, {""id"": 3, ""name"": ""Courageous"", ""count"": 19}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 20}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 2}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 10}, {""id"": 2, ""name"": ""Confusing"", ""count"": 1}]","[""TEDx"", ""collaboration"", ""demo"", ""education"", ""entrepreneur"", ""future"", ""innovation"", ""interface design"", ""invention"", ""potential"", ""product design"", ""science"", ""technology"", ""virtual reality"", ""visualizations""]",1132257
117,1225,"[{""id"": 3, ""name"": ""Courageous"", ""count"": 654}, {""id"": 8, ""name"": ""Informative"", ""count"": 154}, {""id"": 7, ""name"": ""Funny"", ""count"": 109}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 31}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 27}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 44}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 342}, {""id"": 2, ""name"": ""Confusing"", ""count"": 13}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 789}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 144}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 97}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 97}, {""id"": 25, ""name"": ""OK"", ""count"": 26}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 43}]","[""culture"", ""entertainment"", ""gender"", ""global issues"", ""happiness"", ""performance"", ""storytelling"", ""theater"", ""women""]",1131864
149,962,"[{""id"": 8, ""name"": ""Informative"", ""count"": 253}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 174}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 56}, {""id"": 25, ""name"": ""OK"", ""count"": 49}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 15}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 25}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 86}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 23}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 7}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 23}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 5}, {""id"": 2, ""name"": ""Confusing"", ""count"": 9}, {""id"": 3, ""name"": ""Courageous"", ""count"": 5}, {""id"": 7, ""name"": ""Funny"", ""count"": 0}]","[""Mars"", ""Planets"", ""astrobiology"", ""exploration"", ""microbiology"", ""solar system"", ""space""]",1131041
497,1096,"[{""id"": 21, ""name"": ""Unconvincing"", ""count"": 201}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 60}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 76}, {""id"": 8, ""name"": ""Informative"", ""count"": 257}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 280}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 464}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 333}, {""id"": 25, ""name"": ""OK"", ""count"": 111}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 69}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 131}, {""id"": 3, ""name"": ""Courageous"", ""count"": 66}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 77}, {""id"": 2, ""name"": ""Confusing"", ""count"": 39}, {""id"": 7, ""name"": ""Funny"", ""count"": 5}]","[""culture"", ""evolution"", ""evolutionary psychology"", ""religion""]",1129577
63,383,"[{""id"": 25, ""name"": ""OK"", ""count"": 267}, {""id"": 7, ""name"": ""Funny"", ""count"": 502}, {""id"": 8, ""name"": ""Informative"", ""count"": 53}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 19}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 19}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 22}, {""id"": 2, ""name"": ""Confusing"", ""count"": 82}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 33}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 182}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 164}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 89}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 71}, {""id"": 3, ""name"": ""Courageous"", ""count"": 5}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 1}]","[""architecture"", ""comedy"", ""design"", ""humor""]",1128896
15,424,"[{""id"": 22, ""name"": ""Fascinating"", ""count"": 46}, {""id"": 8, ""name"": ""Informative"", ""count"": 84}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 12}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 18}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 11}, {""id"": 7, ""name"": ""Funny"", ""count"": 2}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 10}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 9}, {""id"": 3, ""name"": ""Courageous"", ""count"": 1}, {""id"": 25, ""name"": ""OK"", ""count"": 6}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 1}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 1}, {""id"": 2, ""name"": ""Confusing"", ""count"": 0}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 0}]","[""Human body"", ""Senses"", ""TEDMED"", ""biology"", ""biomechanics"", ""discovery"", ""health"", ""medical research"", ""medicine"", ""nature"", ""physiology"", ""science"", ""smell""]",1128877
57,995,"[{""id"": 8, ""name"": ""Informative"", ""count"": 349}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 131}, {""id"": 3, ""name"": ""Courageous"", ""count"": 13}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 75}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 252}, {""id"": 7, ""name"": ""Funny"", ""count"": 15}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 13}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 71}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 77}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 8}, {""id"": 25, ""name"": ""OK"", ""count"": 10}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 15}, {""id"": 2, ""name"": ""Confusing"", ""count"": 6}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 6}]","[""DNA"", ""TEDx"", ""animals"", ""biology"", ""biomechanics"", ""cancer"", ""children"", ""disease"", ""genetics"", ""health"", ""life"", ""medicine"", ""nature"", ""pregnancy"", ""primates"", ""science""]",1128480
68,391,"[{""id"": 10, ""name"": ""Inspiring"", ""count"": 293}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 106}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 25}, {""id"": 3, ""name"": ""Courageous"", ""count"": 104}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 83}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 67}, {""id"": 25, ""name"": ""OK"", ""count"": 43}, {""id"": 7, ""name"": ""Funny"", ""count"": 14}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 48}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 10}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 17}, {""id"": 8, ""name"": ""Informative"", ""count"": 14}, {""id"": 2, ""name"": ""Confusing"", ""count"": 18}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 9}]","[""TED Prize"", ""art"", ""community"", ""photography"", ""public spaces""]",1128212
128,1307,"[{""id"": 11, ""name"": ""Longwinded"", ""count"": 54}, {""id"": 25, ""name"": ""OK"", ""count"": 79}, {""id"": 8, ""name"": ""Informative"", ""count"": 176}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 196}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 14}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 118}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 23}, {""id"": 7, ""name"": ""Funny"", ""count"": 12}, {""id"": 3, ""name"": ""Courageous"", ""count"": 32}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 28}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 52}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 12}, {""id"": 2, ""name"": ""Confusing"", ""count"": 18}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 12}]","[""climate change"", ""global issues"", ""humanity"", ""inequality"", ""politics""]",1126459
22,652,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 90}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 169}, {""id"": 25, ""name"": ""OK"", ""count"": 61}, {""id"": 3, ""name"": ""Courageous"", ""count"": 98}, {""id"": 8, ""name"": ""Informative"", ""count"": 81}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 15}, {""id"": 7, ""name"": ""Funny"", ""count"": 23}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 49}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 35}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 16}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 3}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 5}, {""id"": 2, ""name"": ""Confusing"", ""count"": 9}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 3}]","[""Internet"", ""TED Fellows"", ""art"", ""brain"", ""cancer"", ""community"", ""empathy"", ""health"", ""open-source"", ""science""]",1126129
291,994,"[{""id"": 8, ""name"": ""Informative"", ""count"": 489}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 245}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 339}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 515}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 682}, {""id"": 25, ""name"": ""OK"", ""count"": 74}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 57}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 58}, {""id"": 3, ""name"": ""Courageous"", ""count"": 58}, {""id"": 2, ""name"": ""Confusing"", ""count"": 18}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 37}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 38}, {""id"": 7, ""name"": ""Funny"", ""count"": 20}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 23}]","[""TEDx"", ""business"", ""cities"", ""collaboration"", ""communication"", ""consumerism"", ""culture"", ""technology"", ""trust""]",1125092
197,1507,"[{""id"": 3, ""name"": ""Courageous"", ""count"": 344}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 817}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 157}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 650}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 386}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 14}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 22}, {""id"": 7, ""name"": ""Funny"", ""count"": 24}, {""id"": 8, ""name"": ""Informative"", ""count"": 37}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 11}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 12}, {""id"": 25, ""name"": ""OK"", ""count"": 24}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 23}, {""id"": 2, ""name"": ""Confusing"", ""count"": 9}]","[""art"", ""children"", ""family"", ""global issues"", ""media"", ""photography"", ""storytelling""]",1123955
169,320,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 480}, {""id"": 3, ""name"": ""Courageous"", ""count"": 250}, {""id"": 8, ""name"": ""Informative"", ""count"": 110}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 615}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 9}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 100}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 38}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 32}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 91}, {""id"": 25, ""name"": ""OK"", ""count"": 75}, {""id"": 7, ""name"": ""Funny"", ""count"": 15}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 18}, {""id"": 2, ""name"": ""Confusing"", ""count"": 5}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 13}]","[""Autism spectrum disorder"", ""brain"", ""culture"", ""mental health""]",1123786
274,1110,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 50}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 75}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 340}, {""id"": 8, ""name"": ""Informative"", ""count"": 318}, {""id"": 2, ""name"": ""Confusing"", ""count"": 24}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 64}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 53}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 164}, {""id"": 25, ""name"": ""OK"", ""count"": 79}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 74}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 29}, {""id"": 3, ""name"": ""Courageous"", ""count"": 19}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 5}, {""id"": 7, ""name"": ""Funny"", ""count"": 5}]","[""Planets"", ""astrobiology"", ""astronomy"", ""biology"", ""extraterrestrial life"", ""life"", ""technology"", ""telescopes"", ""universe""]",1123482
45,445,"[{""id"": 8, ""name"": ""Informative"", ""count"": 466}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 416}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 443}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 98}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 171}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 165}, {""id"": 3, ""name"": ""Courageous"", ""count"": 27}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 5}, {""id"": 7, ""name"": ""Funny"", ""count"": 152}, {""id"": 25, ""name"": ""OK"", ""count"": 22}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 57}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 3}, {""id"": 2, ""name"": ""Confusing"", ""count"": 5}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 0}]","[""adventure"", ""animation"", ""art"", ""beauty"", ""collaboration"", ""computers"", ""design"", ""discovery"", ""exploration"", ""history"", ""innovation"", ""invention"", ""technology"", ""visualizations""]",1122671
46,974,"[{""id"": 25, ""name"": ""OK"", ""count"": 173}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 179}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 86}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 138}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 31}, {""id"": 8, ""name"": ""Informative"", ""count"": 202}, {""id"": 2, ""name"": ""Confusing"", ""count"": 19}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 37}, {""id"": 3, ""name"": ""Courageous"", ""count"": 31}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 16}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 23}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 19}, {""id"": 7, ""name"": ""Funny"", ""count"": 23}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 4}]","[""activism"", ""protests"", ""social change"", ""social media"", ""society"", ""sociology"", ""technology""]",1120694
84,535,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 170}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 54}, {""id"": 3, ""name"": ""Courageous"", ""count"": 88}, {""id"": 25, ""name"": ""OK"", ""count"": 50}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 36}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 41}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 25}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 73}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 168}, {""id"": 2, ""name"": ""Confusing"", ""count"": 10}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 104}, {""id"": 7, ""name"": ""Funny"", ""count"": 102}, {""id"": 8, ""name"": ""Informative"", ""count"": 35}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 13}]","[""TEDYouth"", ""performance"", ""poetry"", ""spoken word""]",1120276
71,968,"[{""id"": 3, ""name"": ""Courageous"", ""count"": 209}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 454}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 109}, {""id"": 8, ""name"": ""Informative"", ""count"": 231}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 168}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 15}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 12}, {""id"": 25, ""name"": ""OK"", ""count"": 39}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 99}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 13}, {""id"": 2, ""name"": ""Confusing"", ""count"": 5}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 6}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 18}, {""id"": 7, ""name"": ""Funny"", ""count"": 6}]","[""Syria"", ""education"", ""global issues"", ""poverty"", ""war""]",1119970
239,1063,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 183}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 525}, {""id"": 8, ""name"": ""Informative"", ""count"": 343}, {""id"": 25, ""name"": ""OK"", ""count"": 110}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 199}, {""id"": 2, ""name"": ""Confusing"", ""count"": 31}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 74}, {""id"": 7, ""name"": ""Funny"", ""count"": 43}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 66}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 91}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 72}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 90}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 23}, {""id"": 3, ""name"": ""Courageous"", ""count"": 28}]","[""dark matter"", ""science"", ""universe""]",1119772
35,237,"[{""id"": 3, ""name"": ""Courageous"", ""count"": 309}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 391}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 119}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 230}, {""id"": 25, ""name"": ""OK"", ""count"": 27}, {""id"": 8, ""name"": ""Informative"", ""count"": 25}, {""id"": 2, ""name"": ""Confusing"", ""count"": 25}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 27}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 32}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 67}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 54}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 7}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 19}, {""id"": 7, ""name"": ""Funny"", ""count"": 16}]","[""Gender equality"", ""children"", ""death"", ""future"", ""history"", ""humanity"", ""identity"", ""inequality"", ""media"", ""parenting"", ""performance"", ""performance art"", ""poetry"", ""social change"", ""social media"", ""violence"", ""women""]",1119309
